jobID,OBOR_nazev,addr,MIN_VZDELANI_nazev
9166590793,Obchod a cestovní ruch,"Olomoucká 247, Opava",Nižší střední odborné
9166610775,Obchod a cestovní ruch,"Podvihovská 304, Opava",Nižší střední odborné
9166630757,Obchod a cestovní ruch,"Hlavní 42, Chlebičov",Střední odborné (vyučen)
9166640748,Obchod a cestovní ruch,"Hlavní 42, Chlebičov",Střední odborné (vyučen)
9166660730,Výroba a provoz,"Těšínská 1023, Opava",Střední odborné (vyučen)
9166670721,Finance,"Průmyslová 497, Liberec",ÚSO s maturitou (bez vyučení)
9166680712,Obchod a cestovní ruch,"Sv. Čecha 28, Frýdlant",Střední odborné (vyučen)
9166690703,Obchod a cestovní ruch,"5, Rynoltice",Střední odborné (vyučen)
9166700791,Obchod a cestovní ruch,"5, Rynoltice",Střední odborné (vyučen)
9166740755,Obchod a cestovní ruch,"Moskevská 18, Liberec",ÚSO s maturitou (bez vyučení)
9166750746,Služby,"5, Rynoltice",Základní + praktická škola
9166760737,Obchod a cestovní ruch,"Fügnerova 667, Liberec",Střední odborné (vyučen)
9166770728,Stavebnictví,"Rumunská 655, Liberec",ÚSO s maturitou (bez vyučení)
9166780719,Stavebnictví,"Tyršova 494, Jablonné v Podještědí",Střední odborné (vyučen)
9166790710,Obchod a cestovní ruch,"Rumjancevova 696, Liberec",ÚSO s maturitou (bez vyučení)
9166850753,Zemědělství a lesnictví,"Ostrovní 379, Písek",Nižší střední odborné
9166860744,Zemědělství a lesnictví,"53, Němčice",Vysokoškolské
9166870735,Výroba a provoz,"Žernovická 127, Prachatice",Základní + praktická škola
9166880726,Zemědělství a lesnictví,"53, Němčice",Základní + praktická škola
9166890717,Stavebnictví,"Nerudova 452, Vlachovo Březí",Základní + praktická škola
9166900708,Výroba a provoz,"Brněnská 577, Šitbořice",Základní + praktická škola
9166910796,Výroba a provoz,"nan, Mariánské Lázně",Základní + praktická škola
9166920787,Výroba a provoz,"nan, Mariánské Lázně",Základní + praktická škola
9166930778,Zdravotnictví,"Nádražní 182, Hustopeče",Základní + praktická škola
9166950760,Obchod a cestovní ruch,"Brněnská 377, Hustopeče",Střední odborné (vyučen)
9166960751,Výroba a provoz,"118, Žatec",Nižší střední odborné
9166970742,Výroba a provoz,"118, Žatec",Nižší střední odborné
9166980733,Výroba a provoz,"Říční 756, Louny",Střední odborné (vyučen)
9166990724,Výroba a provoz,"Svatováclavská 618, Žatec",Střední odborné (vyučen)
9167000715,Výroba a provoz,"146, Podbořany",Základní + praktická škola
9167010706,Výchova a vzdělávání,"199, Domoušice",ÚSO s maturitou (bez vyučení)
9167030785,Obrana a ochrana,"1, Úherce",Střední odborné (vyučen)
9167040776,Obchod a cestovní ruch,"118, Žatec",Nižší střední odborné
9167050767,Doprava,"Bratří Štefanů 990, Hradec Králové",Bez vzdělání
9167060758,Zdravotnictví,"Čajkovského 1861, Hradec Králové",Vyšší odborné
9167070749,Výroba a provoz,"Brněnská 1825, Hradec Králové",Střední odborné (vyučen)
9167080740,Výchova a vzdělávání,"Mandysova 1434, Hradec Králové",ÚSO s maturitou (bez vyučení)
9167090731,Služby,"221, Černilov",Střední odborné (vyučen)
9167100722,Výchova a vzdělávání,"Kyjovská 550, Hradec Králové",Vysokoškolské
9167110713,Výroba a provoz,"Akademika Bedrny 531, Hradec Králové",Střední odborné (vyučen)
9167120704,Obchod a cestovní ruch,"181, Hradec Králové",Střední odborné (vyučen)
9167130792,Výroba a provoz,"Dobrovského 745, Hradec Králové",Střední odborné (vyučen)
9167150774,Výchova a vzdělávání,"Mandysova 1434, Hradec Králové",Vysokoškolské
9167170756,Informační technologie,"Vážní 465, Hradec Králové",ÚSO s maturitou (bez vyučení)
9167180747,Obrana a ochrana,"Na Obci 380, Předměřice nad Labem",Základní + praktická škola
9167190738,Výchova a vzdělávání,"Mandysova 1434, Hradec Králové",ÚSO s maturitou (bez vyučení)
9167200729,Stavebnictví,"nan, Hradec Králové",ÚSO s maturitou (bez vyučení)
9167210720,Obchod a cestovní ruch,"třída Edvarda Beneše 598, Hradec Králové",Střední odborné (vyučen)
9167220711,Obchod a cestovní ruch,"181, Hradec Králové",Střední odborné (vyučen)
9167240790,Výroba a provoz,"Tylova 1, Plzeň",Střední odborné (vyučen)
9167250781,Obchod a cestovní ruch,"Smetanovy sady 332, Plzeň",Střední odborné (vyučen)
9167260772,Finance,"Karoliny Světlé 498, Plzeň",ÚSO s maturitou (bez vyučení)
9167270763,Obchod a cestovní ruch,"Podnikatelská 1194, Plzeň",ÚSO s maturitou (bez vyučení)
9167280754,Služby,"sady 5. května 2699, Plzeň",Střední odborné (vyučen)
9167300736,Obchod a cestovní ruch,"sady 5. května 2699, Plzeň",Střední odborné (vyučen)
9167310727,Výroba a provoz,"Tylova 1, Plzeň",Střední odborné (vyučen)
9167320718,Administrativa,"Božkovské náměstí 17, Plzeň",ÚSO s maturitou (bez vyučení)
9167330709,Obchod a cestovní ruch,"Nákupní 1445, Plzeň",Střední odborné (vyučen)
9167340797,Zdravotnictví,"Táborská 2081, Plzeň",Vyšší odborné
9167350788,Stavebnictví,"Emingerova 246, Plzeň",Střední odborné (vyučen)
9167360779,Obchod a cestovní ruch,"Podnikatelská 1194, Plzeň",ÚSO s maturitou (bez vyučení)
9167380761,Obchod a cestovní ruch,"6, Český Rudolec",Střední odborné (vyučen)
9167410734,Věda a výzkum,"Teplická 440, Košťany",Bakalářské
9167420725,Obchod a cestovní ruch,"Sídliště 664, Krupka",Základní + praktická škola
9167440707,Služby,"U nádraží 925, Teplice",Střední odborné (vyučen)
9167450795,Finance,"33, Rtyně nad Bílinou",ÚSV
9167470777,Obchod a cestovní ruch,"Masarykova třída 410, Teplice",Střední odborné (vyučen)
9167500750,Výroba a provoz,"nan, Hrobčice",Základní + praktická škola
9167510741,Obchod a cestovní ruch,"náměstí T. G. Masaryka 140, Sedlice",Základní + praktická škola
9167520732,Výroba a provoz,"61, Sousedovice",ÚSO (vyučení s maturitou)
9167530723,Výroba a provoz,"61, Sousedovice",Střední odborné (vyučen)
9167540714,Služby,"Písecká 290, Strakonice",Střední odborné (vyučen)
9167550705,Výroba a provoz,"147, Radošovice",ÚSO (vyučení s maturitou)
9167560793,Výroba a provoz,"61, Sousedovice",Střední odborné (vyučen)
9167570784,Výroba a provoz,"61, Sousedovice",Střední odborné (vyučen)
9167590766,Služby,"Písecká 893, Strakonice",Střední odborné (vyučen)
9167600757,Výroba a provoz,"Pod Hájem 97, Králův Dvůr",Střední odborné (vyučen)
9167610748,Výroba a provoz,"Pražská 179, Loděnice",Základní + praktická škola
9167620739,Obchod a cestovní ruch,"Konečná 689, Beroun",Střední odborné (vyučen)
9167630730,Služby,"Za Dálnicí 508, Žebrák",Střední odborné (vyučen)
9167640721,Výchova a vzdělávání,"Plzeňská 30, Beroun",Vysokoškolské
9167650712,Obchod a cestovní ruch,"Tyršova 214, Benešov",Střední odborné (vyučen)
9167660703,Služby,"Čechov 367, Vlašim",Střední odborné (vyučen)
9167670791,Výroba a provoz,"24, Benešov",Střední odborné (vyučen)
9167680782,Obchod a cestovní ruch,"Nová pražská 416, Benešov",Střední odborné (vyučen)
9167690773,Doprava,"K Líšnu 117, Bystřice",Střední odborné (vyučen)
9167720746,Stavebnictví,"47, Mrač",Základní + praktická škola
9167730737,Obchod a cestovní ruch,"Hrubínova 187, Netvořice",Střední odborné (vyučen)
9167760710,Administrativa,"Slavojova 579, Praha",Základní + praktická škola
9167770798,Obchod a cestovní ruch,"Družstevní 1390, Mohelnice",Střední odborné (vyučen)
9167790780,Výroba a provoz,"589, Spytihněv",Základní + praktická škola
9167800771,Výroba a provoz,"Široká 174, Brumov-Bylnice",Střední odborné (vyučen)
9167810762,Výroba a provoz,"1, Lipová",Základní + praktická škola
9167820753,Obchod a cestovní ruch,"37, Libina",Základní + praktická škola
9167830744,Obchod a cestovní ruch,"Tyršovo nábřeží 486, Zlín",Základní + praktická škola
9167840735,Stavebnictví,"nan, Zlín",Základní + praktická škola
9167850726,Obchod a cestovní ruch,"Vodní 105, Zlín",ÚSV
9167860717,Výroba a provoz,"Komenského 312, Šumperk",Střední odborné (vyučen)
9167870708,Výroba a provoz,"Na Slanici 378, Zlín",ÚSO s maturitou (bez vyučení)
9167880796,Výroba a provoz,"220, Sazovice",Základní + praktická škola
9167890787,Služby,"Objízdná 1777, Otrokovice",Základní + praktická škola
9167900778,Obchod a cestovní ruch,"náměstí Osvobození 250, Zábřeh",ÚSO (vyučení s maturitou)
9167910769,Obchod a cestovní ruch,"Na Slanici 378, Zlín",ÚSO s maturitou (bez vyučení)
9167920760,Obchod a cestovní ruch,"Masarykovo náměstí 42, Valašské Klobouky",Nižší střední odborné
9167930751,Obchod a cestovní ruch,"Kvítková 3687, Zlín",Střední odborné (vyučen)
9167940742,Výroba a provoz,"276, Lípa",Střední odborné (vyučen)
9167950733,Výroba a provoz,"Skladová 488, Plzeň",Bez vzdělání
9167960724,Informační technologie,"131, Jihlava",ÚSO s maturitou (bez vyučení)
9167970715,Výroba a provoz,"131, Jihlava",Střední odborné (vyučen)
9167980706,Výroba a provoz,"Na Dolech 4072, Jihlava",Střední odborné (vyučen)
9167990794,Služby,"Vrbova 1503, Praha",Základní + praktická škola
9168010776,Obchod a cestovní ruch,"612, Hejnice",ÚSO s maturitou (bez vyučení)
9168020767,Výroba a provoz,"53, Jihlava",Střední odborné (vyučen)
9168030758,Výroba a provoz,"612, Hejnice",Střední odborné (vyučen)
9168050740,Výroba a provoz,"U Řeky 909, Ostrava",Střední nebo střední odborné bez maturity a bez vyučení
9168060731,Výroba a provoz,"53, Jihlava",ÚSO s maturitou (bez vyučení)
9168070722,Zdravotnictví,"181, Lučany nad Nisou",Střední odborné (vyučen)
9168080713,Obchod a cestovní ruch,"Hradišťská 2451, Písek",Střední odborné (vyučen)
9168100792,Obchod a cestovní ruch,"181, Lučany nad Nisou",Střední odborné (vyučen)
9168110783,Administrativa,"Veverkova 1343, Hradec Králové",Střední odborné (vyučen)
9168120774,Administrativa,"Pernerova 168, Pardubice",Střední odborné (vyučen)
9168130765,Výroba a provoz,"S. K. Neumanna 3626, Jablonec nad Nisou",Střední odborné (vyučen)
9168140756,Výroba a provoz,"1, Horní Počaply",ÚSO s maturitou (bez vyučení)
9168150747,Administrativa,"Palackého 99, Jičín",Střední odborné (vyučen)
9168160738,Zdravotnictví,"Žižkova 4897, Jihlava",Nižší střední
9168190711,Obrana a ochrana,"Nováčkova 346, Brno",Střední odborné (vyučen)
9168200702,Výroba a provoz,"Nádražní 293, Světlá nad Sázavou",Střední odborné (vyučen)
9168220781,Stavebnictví,"Na Zápraží 403, Liberec",ÚSO s maturitou (bez vyučení)
9168250754,Doprava,"Pivovarská 382, Králíky",ÚSO s maturitou (bez vyučení)
9168260745,Obchod a cestovní ruch,"Josefa Růžičky 1226, Rokycany",Střední odborné (vyučen)
9168280727,Obchod a cestovní ruch,"Wolkerova 845, Hulín",ÚSO s maturitou (bez vyučení)
9168290718,Výroba a provoz,"Budovatelů 323, Třemošnice",Střední odborné (vyučen)
9168300709,Výroba a provoz,"Ležáky 668, Hradec Králové",Střední odborné (vyučen)
9168310797,Obchod a cestovní ruch,"20, Dolní Heřmanice",Základní + praktická škola
9168330779,Obchod a cestovní ruch,"15, Meziříčko",Základní + praktická škola
9168340770,Výroba a provoz,"Ležáky 668, Hradec Králové",Střední odborné (vyučen)
9168380734,Výroba a provoz,"Staročernská 226, Pardubice",Nižší střední
9168410707,Výroba a provoz,"Pražská 1602, Blansko",Střední odborné (vyučen)
9168420795,Zdravotnictví,"Roentgenova 37, Praha",ÚSO (vyučení s maturitou)
9168440777,Obchod a cestovní ruch,"99, Stříbrná Skalice",Nižší střední
9168480741,Výroba a provoz,"74, Sloup",Střední odborné (vyučen)
9168510714,Obrana a ochrana,"Jiráskova 506, Rychnov nad Kněžnou",Základní + praktická škola
9168520705,Výroba a provoz,"Vítkovická 1708, Ostrava",ÚSO (vyučení s maturitou)
9168530793,Administrativa,"87, Planá",ÚSV
9168540784,Výroba a provoz,"Mostecká 992, Brno",Střední odborné (vyučen)
9168550775,Výroba a provoz,"75, Rybníky",Střední odborné (vyučen)
9168580748,Obrana a ochrana,"Žižkova 235, Třebechovice pod Orebem",Základní + praktická škola
9168590739,Obchod a cestovní ruch,"Sladovní 103, Olomouc",ÚSO s maturitou (bez vyučení)
9168600730,Administrativa,"87, Planá",ÚSV
9168640791,Doprava,"Jiráskova 109, Rumburk",ÚSO (vyučení s maturitou)
9168650782,Doprava,"84, Cvikov",ÚSO (vyučení s maturitou)
9168660773,Výroba a provoz,"třída 3. května 1180, Zlín",Vysokoškolské
9168670764,Zdravotnictví,"Roentgenova 37, Praha",Střední odborné (vyučen)
9168680755,Výroba a provoz,"Nerudova 309, Červený Kostelec",Vyšší odborné
9168710728,Zdravotnictví,"Dlouhá třída 1510, Havířov",ÚSO s maturitou (bez vyučení)
9168720719,Obrana a ochrana,"Letohradská 51, Ústí nad Orlicí",Základní + praktická škola
9168730710,Obchod a cestovní ruch,"nan, Praha",Střední odborné (vyučen)
9168740798,Výroba a provoz,"Závodní 391, Karlovy Vary",Střední odborné (vyučen)
9168750789,Obrana a ochrana,"T. G. Masaryka 167, Lanškroun",Základní + praktická škola
9168780762,Obchod a cestovní ruch,"Škvorecká 1762, Úvaly",Střední odborné (vyučen)
9168790753,Výroba a provoz,"74, Sloup",Základní + praktická škola
9168810735,Výchova a vzdělávání,"Ladova 1676, Litvínov",ÚSV
9168830717,Zdravotnictví,"V parku 2308, Praha",ÚSO (vyučení s maturitou)
9168840708,Finance,"Terezy Novákové 1283, Brno",Vysokoškolské
9168860787,Výroba a provoz,"74, Sloup",Střední odborné (vyučen)
9168880769,Obrana a ochrana,"Ke Karlovu 1102, Plzeň",Základní + praktická škola
9168890760,Výroba a provoz,"131, Jihlava",Střední odborné (vyučen)
9168900751,Výroba a provoz,"Ostravská 1671, Frýdlant nad Ostravicí",Základní + praktická škola
9168910742,Výroba a provoz,"131, Jihlava",ÚSO s maturitou (bez vyučení)
9168920733,Výroba a provoz,"131, Jihlava",Střední odborné (vyučen)
9168930724,Obchod a cestovní ruch,"131, Jihlava",ÚSO s maturitou (bez vyučení)
9168970785,Obchod a cestovní ruch,"18, Letohrad",ÚSO (vyučení s maturitou)
9168980776,Výroba a provoz,"143, Rantířov",Střední odborné (vyučen)
9168990767,Služby,"Nivnická 2616, Uherský Brod",Střední odborné (vyučen)
9169020740,Výroba a provoz,"Křižíkova 188, Brno",ÚSO (vyučení s maturitou)
9169030731,Obrana a ochrana,"nan, Liberec",Bez vzdělání
9169040722,Informační technologie,"Palackého 744, Holešov",ÚSO s maturitou (bez vyučení)
9169050713,Výroba a provoz,"Rudolfovská tř. 476, České Budějovice",Nižší střední
9169070792,Výroba a provoz,"Závodní 391, Karlovy Vary",Střední odborné (vyučen)
9169090774,Obchod a cestovní ruch,"Lípová 1965, Český Těšín",ÚSV
9169120747,Výroba a provoz,"Blanenská 1859, Kuřim",Střední odborné (vyučen)
9169130738,Výroba a provoz,"1, Ivančice",Základní + praktická škola
9169140729,Obchod a cestovní ruch,"U Rozvodny 73, Sokolnice",Střední odborné (vyučen)
9169160711,Obchod a cestovní ruch,"Vodní 228, Hrušovany u Brna",Střední odborné (vyučen)
9169170702,Stavebnictví,"Opatovická 138, Rajhradice",Základní + praktická škola
9169180790,Výroba a provoz,"185, Vysoké Popovice",Základní + praktická škola
9169210763,Zdravotnictví,"Masarykova 1018, Modřice",ÚSO s maturitou (bez vyučení)
9169250727,Výroba a provoz,"Lidická 960, Brno",ÚSO s maturitou (bez vyučení)
9169270709,Obchod a cestovní ruch,"Jičínská 226, Praha",ÚSO (vyučení s maturitou)
9169280797,Výroba a provoz,"105, Mladá Boleslav",Základní + praktická škola
9169300779,Výroba a provoz,"Dětmarovická 409, Karviná",Vysokoškolské
9169320761,Výroba a provoz,"Na Novém poli 379, Karviná",ÚSV
9169350734,Management,"Národní 116, Praha",Bakalářské
9169360725,Doprava,"Veleslavínova 1950, Ostrava",Střední odborné (vyučen)
9169420768,Zdravotnictví,"Lidická 447, Karlovy Vary",Vyšší odborné
9169430759,Výroba a provoz,"Bezručova 1190, Karlovy Vary",Neúplné základní
9169440750,Výchova a vzdělávání,"Krušnohorská 304, Ostrov",Vysokoškolské
9169450741,Obrana a ochrana,"Sokolovská 1019, Karlovy Vary",Základní + praktická škola
9169460732,Obrana a ochrana,"Bezručova 1190, Karlovy Vary",Základní + praktická škola
9169470723,Informační technologie,"Starohradská 47, Polička",ÚSV
9169480714,Stavebnictví,"Hlavní 408, Svitavy",Střední odborné (vyučen)
9169490705,Výroba a provoz,"Nivnická 1763, Uherský Brod",Základní + praktická škola
9169500793,Výroba a provoz,"Huštěnovská 2008, Staré Město",ÚSO (vyučení s maturitou)
9169510784,Výroba a provoz,"Huštěnovská 2008, Staré Město",ÚSO (vyučení s maturitou)
9169520775,Výroba a provoz,"Na Záhonech 1482, Kunovice",ÚSO (vyučení s maturitou)
9169530766,Výroba a provoz,"Huštěnovská 2008, Staré Město",ÚSO (vyučení s maturitou)
9169540757,Doprava,"1, Jablonec nad Nisou",Základní + praktická škola
9169550748,Výroba a provoz,"Hlavní 643, Smržovka",ÚSO s maturitou (bez vyučení)
9169570730,Obrana a ochrana,"Průmyslová 176, Český Krumlov",Základní + praktická škola
9169600703,Výroba a provoz,"Omlenická 852, Kaplice",ÚSO s maturitou (bez vyučení)
9169610791,Výroba a provoz,"113, Jihlava",Základní + praktická škola
9169620782,Obchod a cestovní ruch,"Palackého 1427, Třešť",Střední nebo střední odborné bez maturity a bez vyučení
9169630773,Obrana a ochrana,"113, Jihlava",Střední odborné (vyučen)
9169640764,Obchod a cestovní ruch,"Masarykovo náměstí 76, Jihlava",Střední odborné (vyučen)
9169650755,Obchod a cestovní ruch,"nám. 9. května 128, Luka nad Jihlavou",Střední odborné (vyučen)
9169660746,Doprava,"nan, Nehvizdy",Střední odborné (vyučen)
9169670737,Doprava,"Černokostelecká 1621, Říčany",Střední odborné (vyučen)
9169680728,Výroba a provoz,"Poděbradská 602, Jirny",Nižší střední odborné
9169690719,Finance,"Velká Dlážka 1232, Přerov",ÚSO s maturitou (bez vyučení)
9169700710,Finance,"Prostějovská 101, Přerov",ÚSV
9169710798,Informační technologie,"U Bečvy 2883, Přerov",ÚSO s maturitou (bez vyučení)
9169720789,Obchod a cestovní ruch,"Prostějovská 101, Přerov",ÚSV
9169730780,Administrativa,"Prostějovská 101, Přerov",ÚSV
9169740771,Finance,"Prostějovská 101, Přerov",ÚSV
9169750762,Management,"Prostějovská 101, Přerov",ÚSV
9169760753,Výroba a provoz,"Nádražní 277, Svatobořice-Mistřín",Střední odborné (vyučen)
9169770744,Výroba a provoz,"1, Prušánky",Základní + praktická škola
9169780735,Výroba a provoz,"Velkomoravská 3543, Hodonín",Střední odborné (vyučen)
9169790726,Stavebnictví,"701, Mikulčice",Střední odborné (vyučen)
9169800717,Výroba a provoz,"788, Šardice",Střední odborné (vyučen)
9169810708,Doprava,"Pekařská 50, Lužice",Střední odborné (vyučen)
9169820796,Výroba a provoz,"164, Mikulčice",Nižší střední odborné
9169830787,Finance,"Brněnská 619, Hodonín",ÚSO s maturitou (bez vyučení)
9169840778,Výroba a provoz,"U Kyjovky 3891, Hodonín",Střední odborné (vyučen)
9169850769,Výroba a provoz,"nan, Hodonín",Střední odborné (vyučen)
9169860760,Zemědělství a lesnictví,"1, Prušánky",Základní + praktická škola
9169900724,Výchova a vzdělávání,"207, Věteřov",ÚSO s maturitou (bez vyučení)
9169910715,Stavebnictví,"Milíčova 3884, Hodonín",Střední odborné (vyučen)
9169920706,Výroba a provoz,"nan, Hodonín",ÚSO (vyučení s maturitou)
9169940785,Výroba a provoz,"nan, Hodonín",ÚSO (vyučení s maturitou)
9169960767,Obchod a cestovní ruch,"Vítězná 1220, Ratíškovice",Střední odborné (vyučen)
9169970758,Doprava,"U Kyjovky 4248, Hodonín",Střední odborné (vyučen)
9169980749,Management,"nan, Hodonín",ÚSO (vyučení s maturitou)
9169990740,Výchova a vzdělávání,"357, Archlebov",Vysokoškolské
9170000731,Služby,"Kostelní 471, Strážnice",Střední odborné (vyučen)
9170010722,Doprava,"Velkomoravská 4017, Hodonín",Základní + praktická škola
9170020713,Služby,"Štefánikova 913, Hodonín",Nižší střední odborné
9170030704,Výroba a provoz,"nan, Hodonín",Střední odborné (vyučen)
9170040792,Obchod a cestovní ruch,"28. října 1000, Turnov",Základní + praktická škola
9170050783,Služby,"31, Troskovice",Základní + praktická škola
9170060774,Zdravotnictví,"Archivní 570, Semily",Vyšší odborné
9170080756,Finance,"třída Míru 60, Pardubice",ÚSO s maturitou (bez vyučení)
9170090747,Finance,"195, Slavkov pod Hostýnem",ÚSO s maturitou (bez vyučení)
9170100738,Služby,"Dlažánky 305, Holešov",Střední odborné (vyučen)
9170110729,Výroba a provoz,"7, Mukařov",Střední odborné (vyučen)
9170120720,Obchod a cestovní ruch,"Na Radouči 1462, Mladá Boleslav",Střední odborné (vyučen)
9170130711,Doprava,"Víta Nejedlého 101, Mnichovo Hradiště",Základní + praktická škola
9170140702,Doprava,"Víta Nejedlého 101, Mnichovo Hradiště",Základní + praktická škola
9170150790,Výroba a provoz,"Přestavlcká 1474, Mnichovo Hradiště",Základní + praktická škola
9170160781,Finance,"Mariánskolázeňská 200, Chodová Planá",ÚSO s maturitou (bez vyučení)
9170170772,Výroba a provoz,"č.e. 2, Bor",Střední odborné (vyučen)
9170180763,Doprava,"56, Bor",ÚSO s maturitou (bez vyučení)
9170190754,Výroba a provoz,"Školní 2084, Tachov",Nižší střední
9170200745,Stavebnictví,"Brněnská 1748, Blansko",Střední odborné (vyučen)
9170210736,Výroba a provoz,"Gellhornova 2242, Blansko",Střední odborné (vyučen)
9170220727,Výroba a provoz,"Poříčí 2396, Blansko",ÚSO (vyučení s maturitou)
9170230718,Výroba a provoz,"Poříčí 2396, Blansko",Střední odborné (vyučen)
9170240709,Výroba a provoz,"Tovární 501, Svitávka",Střední odborné (vyučen)
9170250797,Výroba a provoz,"Poříčí 2469, Blansko",ÚSO (vyučení s maturitou)
9170260788,Výroba a provoz,"Tovární 501, Svitávka",Střední odborné (vyučen)
9170270779,Výroba a provoz,"Poříčí 1603, Blansko",Střední odborné (vyučen)
9170280770,Výroba a provoz,"Poříčí 1603, Blansko",Střední odborné (vyučen)
9170290761,Doprava,"nám. U Pivovaru 3, Černá Hora",Střední odborné (vyučen)
9170300752,Výroba a provoz,"Gellhornova 2242, Blansko",Základní + praktická škola
9170310743,Obchod a cestovní ruch,"Rožmitálova 40, Blansko",Střední odborné (vyučen)
9170320734,Výroba a provoz,"U Lihovaru 518, Černá Hora",Střední odborné (vyučen)
9170330725,Výroba a provoz,"Poříčí 2469, Blansko",Střední odborné (vyučen)
9170340716,Finance,"376, Olomučany",ÚSO s maturitou (bez vyučení)
9170350707,Výroba a provoz,"Na Kopečku 595, Poděbrady",ÚSO s maturitou (bez vyučení)
9170370786,Výroba a provoz,"709, Pustiměř",Střední odborné (vyučen)
9170380777,Obchod a cestovní ruch,"Sochorova č.e. 591, Vyškov",ÚSO s maturitou (bez vyučení)
9170390768,Stavebnictví,"Sochorova č.e. 591, Vyškov",Střední odborné (vyučen)
9170400759,Výchova a vzdělávání,"66, Rašovice",Vysokoškolské
9170410750,Zdravotnictví,"nan, Kralupy nad Vltavou",ÚSO (vyučení s maturitou)
9170420741,Stavebnictví,"O. Wichterleho 810, Kralupy nad Vltavou",Základní + praktická škola
9170430732,Služby,"Kosmonautů 4554, Chomutov",Základní + praktická škola
9170440723,,"Chelčického 255, Chomutov",Základní + praktická škola
9170450714,Administrativa,"Pražská 585, Chomutov",ÚSV
9170480784,Výchova a vzdělávání,"Čelakovského 1017, Chomutov",ÚSO s maturitou (bez vyučení)
9170500766,Obchod a cestovní ruch,"Na Tesle 1238, Nýřany",ÚSO (vyučení s maturitou)
9170510757,Služby,"Havířská 1241, Nýřany",Střední odborné (vyučen)
9170530739,Služby,"Císařská 44, Nový Jičín",Střední odborné (vyučen)
9170540730,Zemědělství a lesnictví,"Gen. Hlaďo 160, Nový Jičín",ÚSO (vyučení s maturitou)
9170590782,Zemědělství a lesnictví,"nan, Bartošovice",Základní + praktická škola
9170610764,Zemědělství a lesnictví,"Gen. Hlaďo 160, Nový Jičín",ÚSO (vyučení s maturitou)
9170620755,Zemědělství a lesnictví,"Gen. Hlaďo 160, Nový Jičín",ÚSO (vyučení s maturitou)
9170630746,Výroba a provoz,"Revoluční 1930, Ústí nad Labem",ÚSO s maturitou (bez vyučení)
9170640737,Obchod a cestovní ruch,"Vaníčkova 835, Ústí nad Labem",Střední odborné (vyučen)
9170650728,Služby,"Vaníčkova 835, Ústí nad Labem",Základní + praktická škola
9170660719,Výroba a provoz,"Billundská 2756, Kladno",Střední odborné (vyučen)
9170670710,Výroba a provoz,"Milady Horákové 227, Kladno",Střední odborné (vyučen)
9170680798,Obrana a ochrana,"Libušina 850, Kladno",Základní + praktická škola
9170700780,Výroba a provoz,"K Letohrádku 102, Horní Bezděkov",Střední odborné (vyučen)
9170710771,Výroba a provoz,"Cyrila Boudy 2954, Kladno",Střední odborné (vyučen)
9170720762,Služby,"Buštěhradská 348, Kladno",Základní + praktická škola
9170730753,Obrana a ochrana,"Huťská 160, Kladno",Základní + praktická škola
9170740744,Finance,"Sezemická 2853, Praha",Základní + praktická škola
9170750735,Stavebnictví,"Bobrecka 27, Cieszyn",Vysokoškolské
9170760726,Finance,"Sezemická 2853, Praha",Základní + praktická škola
9170780708,Výroba a provoz,"nan, Praha",Základní + praktická škola
9170790796,Výroba a provoz,"nan, Praha",Základní + praktická škola
9170800787,Stavebnictví,"Na Hrázi 195, Děčín",Nižší střední
9170810778,Obchod a cestovní ruch,"Masarykovo nám. 81, Děčín",Střední nebo střední odborné bez maturity a bez vyučení
9170820769,Zemědělství a lesnictví,"Kokořínská 2487, Havlíčkův Brod",Základní + praktická škola
9170830760,Služby,"nan, Praha",ÚSO s maturitou (bez vyučení)
9170840751,Výroba a provoz,"nan, Praha",Základní + praktická škola
9170880715,Služby,"Podbabská 2582, Praha",Střední odborné (vyučen)
9170890706,Administrativa,"Podbabská 2582, Praha",ÚSV
9170910785,Administrativa,"Podbabská 2582, Praha",ÚSV
9170930767,Zdravotnictví,"nan, Chrudim",ÚSO (vyučení s maturitou)
9170990713,Finance,"Weilova 1270, Praha",Bakalářské
9171000704,Věda a výzkum,"Šrobárova 49, Praha",Vysokoškolské
9171010792,Obchod a cestovní ruch,"Brodská 495, Příbram",Základní + praktická škola
9171020783,Obchod a cestovní ruch,"Seifertova 582, Příbram",Základní + praktická škola
9171030774,Zdravotnictví,"25, Pečice",Vyšší odborné
9171040765,Výchova a vzdělávání,"Lidická 384, Dobříš",Vysokoškolské
9171050756,Obchod a cestovní ruch,"náměstí T. G. Masaryka 157, Příbram",ÚSO s maturitou (bez vyučení)
9171060747,Výroba a provoz,"Pražská 577, Dobříš",Střední odborné (vyučen)
9171070738,Služby,"Pražská 577, Dobříš",Střední odborné (vyučen)
9171080729,Finance,"náměstí T. G. Masaryka 157, Příbram",ÚSO s maturitou (bez vyučení)
9171100711,Služby,"nan, Valašské Meziříčí",Základní + praktická škola
9171110702,Doprava,"Pod Žamboškou 1024, Vsetín",Základní + praktická škola
9171120790,Zdravotnictví,"Strmá 26, Vsetín",ÚSO s maturitou (bez vyučení)
9171150763,Výroba a provoz,"4. května 212, Vsetín",Základní + praktická škola
9171180736,Obchod a cestovní ruch,"Dusilov 384, Humpolec",Střední odborné (vyučen)
9171190727,Služby,"Havlíčkovo náměstí 740, Žirovnice",Střední odborné (vyučen)
